owner;repo;yaml_filename;job;all_unused;maven_unused;fix_suggestion;old_commands
joelittlejohn;jsonschema2pojo;android-ci.yml;buildTest (8);4;4;mvn -U -B install -DskipTests -Dmaven.javadoc.skip -Dmaven.site.skip -Dmaven.dependency.skip.tests=true ;mvn -U -B install -DskipTests -Dmaven.javadoc.skip -Dmaven.site.ski
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, encrypt_and_readwrite_splitting, );0;0;mvn -U -B install -DskipTests -Dmaven.javadoc.skip -Dmaven.site.skip -Dmaven.dependency.skip.tests=true ;mvn -U -B install -DskipTests -Dmaven.javadoc.skip -Dmaven.site.ski
knowm;XChange;maven_on_pull_request.yml;build;113;113;mvn clean verify --no-transfer-progress --batch-mode --settings etc/settings.xml -Dmaven.javadoc.skip=true -Dfmt.skip=true -Dmaven.test.failure.ignore=true ;mvn clean verify --no-transfer-progress --batch-mode --settings etc/settings.xml -Dmaven.javadoc.skip=true -Dfmt.skip=true
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, sharding_encrypt_shadow, );0;0;mvn clean verify --no-transfer-progress --batch-mode --settings etc/settings.xml -Dmaven.javadoc.skip=true -Dfmt.skip=true -Dmaven.test.failure.ignore=true ;mvn clean verify --no-transfer-progress --batch-mode --settings etc/settings.xml -Dmaven.javadoc.skip=true -Dfmt.skip=true
apache;incubator-seata;test-ubuntu.yml;test-arm64 (2.2.13.RELEASE -Dspring-framework.version=5.2.12.RELEASE);168;168;docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \  arm64v8/ubuntu:20.04 \  bash -exc 'apt-get update -y && \             apt-get install maven -y && \             apt-get install -y python3 python3-pip python3-distutils && \             apt-get install -y build-essential && \             mvn -version && \             mvn -T 4C clean install \                 -Dspring-boot.version=${{ matrix.springboot }} \                 -Prelease-seata \                 -DskipTests \                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \                 -Dmaven.repo.local=/ws/target/repo';"docker run --rm -v ${{ github.workspace }}:/ws:rw --workdir=/ws \
  arm64v8/ubuntu:20.04 \
  bash -exc 'apt-get update -y && \
             apt-get install maven -y && \
             apt-get install -y python3 python3-pip python3-distutils && \
             apt-get install -y build-essential && \
             mvn -version && \
             mvn -T 4C clean install \
                 -Dspring-boot.version=${{ matrix.springboot }} \
                 -Prelease-seata \
                 -DskipTests \
                 -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn'"
clojure;clojure;test.yml;test (ubuntu-latest, 11, corretto, test-no-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true ;mvn -ntp -B -P${{ matrix.profile }} clean tes
clojure;clojure;test.yml;test (ubuntu-latest, 17, temurin, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -DskipTests;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;zeppelin;core.yml;interpreter-test-jupyter-python-rlang (3.8, 8);8;8;"./mvnw test -pl python,rlang,zeppelin-jupyter-interpreter -DfailIfNoTests=false -Dmaven.test.skip=true ${MAVEN_ARGS}
";"./mvnw test -pl python,rlang,zeppelin-jupyter-interpreter -DfailIfNoTests=false ${MAVEN_ARGS}

./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}"
jhy;jsoup;build.yml;test (ubuntu-latest, 21);2;2;mvn -X verify -B --file pom.xml -Dmaven.test.skip=true -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt_and_readwrite_splitting, );0;0;mvn -X verify -B --file pom.xml -Dmaven.test.skip=true -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, sharding_and_encrypt, );0;0;mvn -X verify -B --file pom.xml -Dmaven.test.skip=true -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, readwrite_splitting_and_shadow, );0;0;mvn -X verify -B --file pom.xml -Dmaven.test.skip=true -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;incubator-seata;test-ubuntu.yml;test (8, ubuntu, 2.3.12.RELEASE -D spring-framework.version=5.2.15.RELEASE);7;7;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
codecentric;spring-boot-admin;build-feature.yml;build (ubuntu-latest);178;178;;mvn -B verify -P coverage --no-transfer-progress -D maven.javadoc.skip=true
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, readwrite_splitting, );0;0;;mvn -B verify -P coverage --no-transfer-progress -D maven.javadoc.skip=true
swagger-api;swagger-core;maven-v1-pulls.yml;build (11);0;0;;mvn -B verify -P coverage --no-transfer-progress -D maven.javadoc.skip=true
socketio;socket.io-client-java;ci.yml;verify (11);1;1;mvn verify -Dgpg.skip=true -Dmaven.test.failure.ignore=true;mvn verify -Dgpg.skip=tru
apache;zeppelin;frontend.yml;test-selenium-with-spark-module-for-spark-3-4;157;157;;./mvnw clean install -DskipTests -am -pl zeppelin-integration -Pweb-classic -Pintegration -Pspark-scala-2.12 -Pspark-3.4 -Pweb-dist ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, mask, );0;0;;./mvnw clean install -DskipTests -am -pl zeppelin-integration -Pweb-classic -Pintegration -Pspark-scala-2.12 -Pspark-3.4 -Pweb-dist ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, tbl, );0;0;;./mvnw clean install -DskipTests -am -pl zeppelin-integration -Pweb-classic -Pintegration -Pspark-scala-2.12 -Pspark-3.4 -Pweb-dist ${MAVEN_ARGS}
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask_encrypt, );0;0;;./mvnw clean install -DskipTests -am -pl zeppelin-integration -Pweb-classic -Pintegration -Pspark-scala-2.12 -Pspark-3.4 -Pweb-dist ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, empty_rules, );0;0;;./mvnw clean install -DskipTests -am -pl zeppelin-integration -Pweb-classic -Pintegration -Pspark-scala-2.12 -Pspark-3.4 -Pweb-dist ${MAVEN_ARGS}
immutables;immutables;ci.yml;build (17, javac, errorprone);15;15;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, mask_encrypt, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;incubator-seata;test-ubuntu.yml;test (11, ubuntu, 2.7.18         -D spring-framework.version=5.3.31);5;5;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, encrypt, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, encrypt, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, readwrite_splitting_and_shadow, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
vert-x3;vertx-examples;ci.yml;Test (ubuntu-latest, 21);3;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
vert-x3;vertx-examples;ci.yml;Test (ubuntu-latest, 8);11;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
socketio;socket.io-client-java;ci.yml;verify (8);1;1;mvn verify -Dgpg.skip=true -Dmaven.test.failure.ignore=true;mvn verify -Dgpg.skip=tru
alibaba;nacos;it.yml;test (ubuntu-latest, 11);0;0;mvn verify -Dgpg.skip=true -Dmaven.test.failure.ignore=true;mvn verify -Dgpg.skip=tru
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 16);8;8;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, db_tbl_sql_federation, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
javaparser;javaparser;formatting_check.yml;checkstyle_check;0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, distsql_rdl, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
immutables;immutables;ci.yml;build (8, javac, errorprone);14;14;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, passthrough, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
YunaiV;yudao-cloud;maven.yml;build (11);2;2;mvn -B package --file pom.xml -Dmaven.test.skip=true -Dmaven.compiler.source=1.8 -Dmaven.compiler.target=1.8 ;mvn -B package --file pom.xml -Dmaven.test.skip=tru
apache;zeppelin;core.yml;zeppelin-integration-test (11);125;125;./mvnw install -DskipTests -Pintegration -pl zeppelin-interpreter-integration,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,flink-cmd,flink/flink-scala-2.12,jdbc,shell -am -Pweb-classic -Pflink-117 ${MAVEN_ARGS} -Dmaven.test.skip=true ./mvnw package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true ;"./mvnw install -DskipTests -Pintegration -pl zeppelin-interpreter-integration,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,flink-cmd,flink/flink-scala-2.12,jdbc,shell -am -Pweb-classic -Pflink-117 ${MAVEN_ARGS}
./mvnw package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
clojure;clojure;test.yml;test (ubuntu-latest, 21, temurin, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;zeppelin;core.yml;interpreter-test-non-core (8);13;13;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
sofastack;sofa-rpc;maven.yml;build;0;0;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, mask_encrypt, );0;0;;./mvnw verify -am -pl ${INTERPRETERS} ${MAVEN_ARGS
torakiki;pdfsam;build.yml;build (21);29;29;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
xuxueli;xxl-job;maven.yml;build;0;0;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, encrypt_and_readwrite_splitting, );0;0;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
TheAlgorithms;Java;codeql.yml;analyze;0;0;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, empty_rules, );0;0;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, empty_rules, );0;0;;xvfb-run mvn -Djava.awt.headless=true -Dtestfx.robot=glass -Dtestfx.headless=true -Dprism.order=sw --batch-mode --update-snapshots verif
apache;incubator-seata;test-ubuntu.yml;test (17, ubuntu, 2.2.13.RELEASE -D spring-framework.version=5.2.12.RELEASE);18;18;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, encrypt_shadow, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
swagger-api;swagger-core;maven-pulls.yml;build (17);2;2;./mvnw --no-transfer-progress -B install --file pom.xml -Dmaven.test.skip=true -Dmaven.javadoc.skip=true && cd ./modules/swagger-gradle-plugin && ./gradlew build --info --no-build-cache && cd ../.. ;"./mvnw --no-transfer-progress -B install --file pom.xml
cd ./modules/swagger-gradle-plugin
./gradlew build --info
cd ../.."
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, encrypt_shadow, );0;0;./mvnw --no-transfer-progress -B install --file pom.xml -Dmaven.test.skip=true -Dmaven.javadoc.skip=true && cd ./modules/swagger-gradle-plugin && ./gradlew build --info --no-build-cache && cd ../.. ;"./mvnw --no-transfer-progress -B install --file pom.xml
cd ./modules/swagger-gradle-plugin
./gradlew build --info
cd ../.."
apache;incubator-seata;test-ubuntu.yml;test (8, ubuntu, 2.4.13         -D spring-framework.version=5.3.13);1;1;./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, mask, );0;0;./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, tbl, );0;0;./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
OpenRefine;OpenRefine;pull_request_server.yml;finish;0;0;./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, encrypt_shadow, );0;0;./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;incubator-seata;test-druid.yml;test-druid (1.2.3);1;1;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true ;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
alibaba;easyexcel;ci.yml;test (11, adopt);1;1;./mvnw test -B -Dmaven.test.skip=false -Dmaven.surefire.reports.directory=target/test-reports;./mvnw test -B -Dmaven.test.skip=fals
flowable;flowable-engine;postgres.yml;test_postgres (11);33;2;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.javadoc.skip=true -Dmaven.test.skip=true ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, mask, );0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.javadoc.skip=true -Dmaven.test.skip=true ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
